person_age,sex,education,married,person_income,person_home_ownership,has_car,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,itd,term,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,verification_status,loan_status
25,Male,Secondary,0,75000,RENT,1,9.0,DEBTCONSOLIDATION,B,25000,10.36,8.155128669807901,36 months,0.33,N,2,1,1
24,Female,Secondary,1,192000,RENT,1,0.0,MEDICAL,C,22000,,,36 months,0.11,Y,2,1,0
21,Male,Bachelor,0,192000,MORTGAGE,1,123.0,VENTURE,A,20000,6.54,27.03210061948564,36 months,0.1,N,4,1,0
25,Male,Bachelor,1,191000,MORTGAGE,1,1.0,MEDICAL,B,10000,12.53,50.91975473207145,36 months,0.05,N,4,1,0
26,Male,Bachelor,1,190300,MORTGAGE,0,5.0,PERSONAL,A,15000,,,36 months,0.08,N,3,1,0
22,Male,Bachelor,1,190000,MORTGAGE,0,3.0,VENTURE,C,10000,,,36 months,0.05,N,3,1,0
24,Male,Secondary,1,75000,RENT,0,4.0,EDUCATION,B,25000,10.25,8.16326530612245,36 months,0.33,N,4,1,1
22,Female,Others,0,71000,RENT,0,1.0,EDUCATION,D,25000,15.95,12.246658042259595,60 months,0.35,Y,4,1,1
26,Male,Master,1,190000,MORTGAGE,1,3.0,VENTURE,B,20000,12.18,25.40559814583705,36 months,0.11,N,4,1,0
23,Female,PHD,0,189996,OWN,1,0.0,PERSONAL,B,24000,11.83,21.237145667531074,36 months,0.13,N,3,0,0
23,Female,PHD,1,78000,RENT,0,7.0,DEBTCONSOLIDATION,C,25000,,,36 months,0.32,Y,2,1,1
23,Male,Secondary,1,78000,RENT,1,1.0,VENTURE,B,25000,10.62,8.46139938528295,36 months,0.32,N,3,1,1
23,Female,Post PHD,0,78504,RENT,1,7.0,VENTURE,B,25000,10.74,8.506844861838541,36 months,0.32,N,3,0,1
25,Female,Secondary,0,186000,OWN,1,9.0,VENTURE,B,10000,10.25,50.61224489795919,36 months,0.05,N,4,1,0
24,Male,PHD,0,185000,MORTGAGE,0,,EDUCATION,B,35000,12.42,23.5087808473327,60 months,0.19,N,2,1,0
25,Male,Others,1,185000,RENT,1,6.0,VENTURE,C,15000,15.27,53.4975853792545,60 months,0.08,N,2,0,0
24,Male,Secondary,1,62050,RENT,1,8.0,MEDICAL,D,25000,15.33,6.4562559611549455,36 months,0.34,Y,2,0,1
23,Female,Post PHD,0,79416,RENT,0,7.0,VENTURE,D,25000,15.21,8.271781963371234,36 months,0.31,Y,2,0,1
21,Male,Bachelor,0,14400,OWN,1,4.0,VENTURE,C,6250,14.72,6.025104602510461,36 months,0.43,N,2,0,1
24,Male,Bachelor,1,79631,RENT,0,8.0,PERSONAL,D,25000,15.7,8.259049265341401,36 months,0.31,Y,2,0,1
24,Female,Master,1,79632,RENT,1,0.0,EDUCATION,C,25000,13.35,8.430383767093074,36 months,0.31,N,4,1,1
21,Female,PHD,1,14400,MORTGAGE,0,0.0,MEDICAL,C,1500,,,60 months,0.1,N,4,0,0
24,Male,PHD,1,80000,RENT,1,6.0,EDUCATION,A,25000,6.62,15.006565372350405,60 months,0.31,N,2,1,1
26,Male,PHD,0,80000,RENT,0,5.0,DEBTCONSOLIDATION,C,25000,13.61,8.449960390810668,36 months,0.31,N,4,1,1
22,Male,Secondary,1,185000,RENT,1,4.0,MEDICAL,B,25000,11.36,33.22557471264368,60 months,0.14,N,2,1,0
26,Female,PHD,1,185000,OWN,1,10.0,PERSONAL,A,5000,7.68,103.08320950965825,36 months,0.03,N,2,1,0
24,Female,Others,1,184992,RENT,1,7.0,HOMEIMPROVEMENT,D,22000,14.46,22.039299159690565,36 months,0.12,Y,4,0,0
23,Male,Secondary,0,184000,OWN,1,5.0,EDUCATION,B,2500,11.83,197.4425467227041,36 months,0.01,N,2,0,0
24,Female,Others,0,172000,MORTGAGE,0,6.0,DEBTCONSOLIDATION,C,20000,13.47,22.737287388737112,36 months,0.12,Y,4,0,1
24,Male,Secondary,1,183000,MORTGAGE,0,2.0,MEDICAL,B,20000,11.49,24.62104224594134,36 months,0.11,N,3,0,0
22,Female,Post PHD,1,183000,MORTGAGE,1,3.0,EDUCATION,A,1000,,,36 months,0.01,N,2,1,0
25,Male,Others,0,182952,MORTGAGE,0,9.0,PERSONAL,A,15000,6.03,57.51579741582571,60 months,0.08,N,3,0,0
23,Male,Master,1,74004,RENT,0,7.0,DEBTCONSOLIDATION,E,25000,16.35,7.632556940266437,36 months,0.34,N,4,1,1
26,Male,Post PHD,1,74004,RENT,0,10.0,DEBTCONSOLIDATION,D,25000,,,60 months,0.34,Y,4,1,1
25,Male,Secondary,1,81000,RENT,1,5.0,DEBTCONSOLIDATION,A,25000,7.29,15.099263677882377,60 months,0.31,N,3,0,1
23,Female,Primary,0,81600,RENT,0,1.0,MEDICAL,B,25000,11.36,8.793103448275861,36 months,0.31,N,3,1,1
24,Female,Secondary,1,82000,RENT,0,8.0,VENTURE,B,25000,10.25,8.925170068027212,36 months,0.3,N,2,0,0
24,Male,Others,0,83000,RENT,1,5.0,EDUCATION,B,25000,11.12,14.938804895608351,60 months,0.3,N,3,1,0
24,Male,PHD,0,83000,RENT,1,5.0,PERSONAL,D,25000,12.92,8.820403825717323,36 months,0.3,Y,3,1,0
24,Male,Bachelor,1,180000,RENT,0,8.0,EDUCATION,E,18000,18.64,25.28658125421443,36 months,0.1,Y,4,0,0
23,Female,Bachelor,0,180000,MORTGAGE,0,8.0,PERSONAL,A,28000,7.51,29.89755105837331,60 months,0.16,N,3,1,0
23,Female,Bachelor,0,14400,OWN,1,2.0,HOMEIMPROVEMENT,E,4000,16.7,9.254498714652957,36 months,0.28,N,2,0,1
22,Female,Primary,0,14400,OWN,1,0.0,PERSONAL,B,2100,11.14,18.509473251240394,36 months,0.15,N,4,1,0
22,Male,Post PHD,1,84500,RENT,0,6.0,PERSONAL,F,25000,18.3,14.285714285714285,60 months,0.3,N,4,1,0
24,Female,Secondary,0,85000,RENT,0,5.0,MEDICAL,B,25000,10.62,15.367926233954075,60 months,0.29,N,4,1,0
24,Female,PHD,0,180000,MORTGAGE,0,7.0,VENTURE,B,14000,11.99,34.441850675442964,36 months,0.08,N,2,1,0
26,Female,Master,0,180000,MORTGAGE,0,2.0,VENTURE,B,12000,9.63,68.41193104077351,60 months,0.07,N,4,1,0
25,Male,Secondary,0,142800,MORTGAGE,0,9.0,MEDICAL,F,10000,18.25,36.22832980972515,36 months,0.06,N,4,1,1
23,Male,PHD,0,14664,MORTGAGE,0,0.0,DEBTCONSOLIDATION,C,6000,,,36 months,0.41,N,4,1,1
24,Female,Others,1,87000,RENT,1,8.0,HOMEIMPROVEMENT,D,25000,14.84,9.090909090909092,36 months,0.29,N,3,1,0
24,Male,PHD,0,75000,RENT,1,0.0,VENTURE,E,25000,14.7,7.846556233653008,36 months,0.33,Y,3,0,1
23,Male,Post PHD,1,76000,RENT,1,7.0,DEBTCONSOLIDATION,D,25000,16.02,13.101189450094813,60 months,0.33,N,4,0,1
23,Male,Others,0,66215,RENT,0,1.0,MEDICAL,D,25000,15.37,11.478720637947474,60 months,0.32,Y,2,1,1
25,Male,Secondary,1,90000,RENT,0,9.0,MEDICAL,B,25000,10.99,16.217677268222367,60 months,0.28,N,4,0,0
21,Female,Master,0,15000,OWN,1,0.0,HOMEIMPROVEMENT,A,6200,7.9,6.7266584950222725,36 months,0.41,N,2,1,1
26,Male,PHD,0,180000,OWN,1,2.0,PERSONAL,B,25000,10.99,19.461212721866836,36 months,0.14,N,4,1,0
24,Male,Others,0,180000,OWN,1,8.0,EDUCATION,B,21000,11.48,38.44379517145933,60 months,0.12,N,3,1,0
25,Female,Post PHD,1,180000,OWN,1,9.0,MEDICAL,C,20000,14.26,39.38386136880798,60 months,0.11,Y,4,1,0
26,Female,Primary,1,180000,OWN,1,0.0,HOMEIMPROVEMENT,A,10000,8.0,50.0,36 months,0.06,N,4,1,0
25,Female,PHD,0,180000,MORTGAGE,1,3.0,VENTURE,B,9950,11.26,48.77885743656265,36 months,0.06,N,2,1,0
23,Female,Post PHD,1,15000,OWN,1,7.0,MEDICAL,B,4475,,,36 months,0.3,N,4,1,1
23,Female,PHD,1,78000,RENT,1,2.0,VENTURE,D,25000,16.32,8.046767537826684,36 months,0.32,Y,3,1,1
25,Female,Others,0,66300,RENT,0,3.0,MEDICAL,E,25000,17.93,6.746374968201475,36 months,0.32,Y,4,0,1
23,Male,Post PHD,0,90000,RENT,1,0.0,DEBTCONSOLIDATION,B,25000,11.36,16.163793103448278,60 months,0.28,N,3,1,0
24,Male,Primary,0,79000,RENT,1,9.0,DEBTCONSOLIDATION,D,25000,14.96,8.24634655532359,36 months,0.32,Y,4,1,1
24,Male,Secondary,1,91800,RENT,1,4.0,PERSONAL,C,25000,13.43,9.711716477122453,36 months,0.27,Y,3,1,0
25,Male,Bachelor,1,92000,RENT,0,6.0,HOMEIMPROVEMENT,B,25000,12.69,9.79678764752862,36 months,0.27,N,3,1,0
24,Female,Secondary,0,92000,RENT,0,1.0,VENTURE,C,25000,12.73,9.793311452142287,36 months,0.27,Y,4,1,0
23,Female,Secondary,1,93600,RENT,1,3.0,VENTURE,D,25000,15.21,9.7491537192952,36 months,0.27,N,4,0,0
23,Female,Master,1,15000,MORTGAGE,1,1.0,MEDICAL,C,1750,12.68,22.82062984938384,36 months,0.12,Y,3,1,0
23,Female,Others,1,70550,RENT,1,3.0,MEDICAL,F,25000,19.04,11.853158602150538,60 months,0.3,Y,4,1,1
25,Male,Others,1,83800,RENT,0,2.0,DEBTCONSOLIDATION,D,25000,15.95,8.672703751617076,36 months,0.3,Y,3,1,1
26,Male,Bachelor,1,175000,MORTGAGE,1,3.0,VENTURE,A,2600,8.9,309.0343999434908,60 months,0.01,N,4,1,0
25,Female,Post PHD,1,175000,MORTGAGE,0,10.0,HOMEIMPROVEMENT,A,8000,7.9,60.82020389249307,36 months,0.05,N,2,1,0
22,Female,Secondary,1,175000,MORTGAGE,1,6.0,EDUCATION,B,18000,,,36 months,0.1,N,2,1,0
23,Male,Secondary,1,175000,MORTGAGE,1,8.0,PERSONAL,B,21000,11.99,22.3234217340834,36 months,0.12,N,3,1,0
23,Male,Master,0,15000,OWN,1,4.0,DEBTCONSOLIDATION,C,4000,13.98,9.870152658361116,36 months,0.27,N,4,1,1
23,Female,Others,1,15000,OWN,1,4.0,VENTURE,B,4600,10.99,8.81395503707737,36 months,0.31,N,2,1,1
22,Male,Secondary,1,88000,RENT,0,6.0,DEBTCONSOLIDATION,D,25000,15.58,9.136528811213012,36 months,0.28,Y,2,1,1
25,Male,Master,0,74800,RENT,1,2.0,MEDICAL,B,25000,10.99,8.087215064420217,36 months,0.28,N,2,1,1
25,Female,Primary,0,88000,RENT,1,0.0,VENTURE,D,25000,14.96,15.309672929714685,60 months,0.28,N,4,1,1
25,Male,Others,0,15000,OWN,1,2.0,HOMEIMPROVEMENT,D,1750,15.31,22.300135039706632,36 months,0.12,Y,4,1,0
26,Female,Post PHD,1,88000,RENT,1,2.0,VENTURE,D,25000,15.65,9.130998702983137,36 months,0.28,N,3,1,1
25,Male,Bachelor,1,100000,RENT,1,1.0,VENTURE,B,25000,9.33,10.975944388548431,36 months,0.25,N,4,1,0
23,Male,Others,0,15000,MORTGAGE,0,0.0,PERSONAL,C,3600,13.47,11.016127610822243,36 months,0.24,N,4,1,1
24,Female,Secondary,1,102400,RENT,1,8.0,PERSONAL,B,25000,10.36,11.134469010511054,36 months,0.24,N,3,1,0
24,Female,Primary,1,92000,RENT,1,1.0,HOMEIMPROVEMENT,E,25000,16.77,9.454483172047617,36 months,0.27,Y,4,0,1
23,Male,Primary,0,93000,RENT,0,0.0,DEBTCONSOLIDATION,D,25000,14.59,9.739069726852255,36 months,0.27,Y,2,1,1
22,Female,Post PHD,1,175000,RENT,0,6.0,VENTURE,C,3500,11.91,134.03627915289073,36 months,0.02,Y,2,1,0
23,Male,Post PHD,0,175000,MORTGAGE,1,3.0,EDUCATION,A,7200,8.38,112.13118451538824,60 months,0.04,N,3,0,0
25,Male,Primary,1,174708,RENT,1,9.0,VENTURE,B,9000,10.59,87.76562076137081,60 months,0.05,N,3,0,0
25,Male,Others,1,174000,MORTGAGE,1,2.0,DEBTCONSOLIDATION,C,8800,14.27,51.91054679109286,36 months,0.05,N,3,1,0
26,Female,Master,0,174000,RENT,1,8.0,DEBTCONSOLIDATION,B,12000,12.53,38.65635830445214,36 months,0.07,N,4,0,0
25,Female,Post PHD,0,162000,MORTGAGE,1,5.0,DEBTCONSOLIDATION,E,25000,16.0,16.758620689655174,36 months,0.15,Y,3,1,1
26,Male,Others,0,173467,MORTGAGE,0,10.0,VENTURE,B,10000,11.71,77.64166144481246,60 months,0.06,N,4,1,0
21,Female,Secondary,0,15000,OWN,1,0.0,HOMEIMPROVEMENT,C,3175,11.54,12.706857043622641,36 months,0.21,Y,3,0,1
25,Female,Others,1,96000,RENT,1,2.0,HOMEIMPROVEMENT,E,25000,15.68,9.95850622406639,36 months,0.26,Y,4,1,1
21,Male,Primary,1,15120,MORTGAGE,0,0.0,EDUCATION,B,1500,10.59,27.344244506736594,36 months,0.1,N,2,1,0
24,Female,Post PHD,0,97908,RENT,0,8.0,HOMEIMPROVEMENT,D,25000,12.61,10.433318532989963,36 months,0.26,Y,2,0,1
26,Female,Bachelor,0,110000,RENT,1,3.0,PERSONAL,C,25000,,,60 months,0.23,Y,2,0,0
23,Female,Bachelor,1,15204,MORTGAGE,1,7.0,PERSONAL,A,2800,8.49,15.015208775002305,36 months,0.18,N,3,1,1
25,Male,Others,0,159600,RENT,1,0.0,PERSONAL,D,30000,17.27,13.609618828344846,36 months,0.19,Y,4,1,1
24,Male,PHD,0,171500,RENT,1,6.0,DEBTCONSOLIDATION,A,18000,8.9,26.247321701867158,36 months,0.1,N,4,1,0
25,Male,Primary,1,170004,MORTGAGE,1,3.0,MEDICAL,B,10000,11.11,45.90153901539015,36 months,0.06,N,4,0,0
24,Male,Others,0,158004,RENT,1,0.0,HOMEIMPROVEMENT,D,25000,14.59,16.546365302382405,36 months,0.16,Y,2,1,1
26,Male,Post PHD,0,170000,RENT,1,0.0,VENTURE,B,13000,12.42,34.89661023907599,36 months,0.08,N,3,1,0
24,Female,Bachelor,0,83300,RENT,0,0.0,MEDICAL,D,25000,,,36 months,0.26,N,2,1,1
24,Male,Bachelor,0,110000,RENT,1,7.0,HOMEIMPROVEMENT,D,25000,15.7,19.014693171996537,60 months,0.23,Y,2,1,0
22,Female,Master,0,15360,OWN,1,7.0,HOMEIMPROVEMENT,B,2500,12.53,16.37963209810717,36 months,0.16,N,3,0,1
25,Male,Bachelor,1,134300,RENT,0,3.0,MEDICAL,D,5000,16.49,115.28886599708127,60 months,0.03,N,2,1,1
25,Male,Others,1,170000,MORTGAGE,0,2.0,EDUCATION,A,20000,7.49,23.72313703600335,36 months,0.12,N,2,0,0
22,Female,Bachelor,0,100580,RENT,0,6.0,DEBTCONSOLIDATION,D,25000,14.96,10.498956158663884,36 months,0.25,Y,2,1,1
25,Female,Post PHD,0,113000,RENT,1,7.0,MEDICAL,C,25000,12.73,12.028741240131287,36 months,0.22,Y,4,0,0
24,Male,Others,1,120000,RENT,0,8.0,EDUCATION,B,25000,10.65,13.014008133755084,36 months,0.21,N,4,0,0
25,Female,Primary,0,120000,RENT,1,6.0,MEDICAL,B,25000,10.74,13.003431461080007,36 months,0.21,N,2,1,0
23,Female,Bachelor,0,120000,RENT,0,7.0,EDUCATION,B,25000,9.99,21.820165469588147,60 months,0.21,N,2,1,0
24,Male,Master,1,91800,RENT,0,5.0,MEDICAL,D,25000,15.33,9.551721148010056,36 months,0.23,Y,2,0,1
21,Male,Primary,1,15600,OWN,1,5.0,VENTURE,A,1000,7.29,43.62009506943797,36 months,0.06,N,4,0,0
26,Female,PHD,1,108000,RENT,1,2.0,PERSONAL,D,25000,15.05,11.264667535853976,36 months,0.23,N,3,1,1
26,Male,PHD,1,129996,RENT,1,6.0,PERSONAL,B,25000,10.75,14.085345372460498,36 months,0.19,N,3,1,0
23,Male,Secondary,1,130000,RENT,1,4.0,EDUCATION,D,25000,16.02,13.44595759351836,36 months,0.19,Y,2,1,0
23,Female,Primary,1,130000,RENT,1,7.0,VENTURE,B,25000,11.49,13.992286303704368,36 months,0.19,N,4,1,0
25,Male,Primary,1,170000,OWN,1,4.0,EDUCATION,B,20000,12.53,22.66062383364436,36 months,0.12,N,4,1,0
26,Male,Post PHD,1,170000,MORTGAGE,1,0.0,VENTURE,C,12000,13.57,37.42185436294796,36 months,0.07,Y,2,1,0
22,Male,Secondary,0,169000,RENT,1,1.0,PERSONAL,B,14000,11.14,32.58438520270444,36 months,0.08,N,3,1,0
26,Male,PHD,0,168750,RENT,1,10.0,MEDICAL,C,24250,12.87,18.495870169038554,36 months,0.14,Y,3,1,0
23,Female,PHD,0,168600,RENT,0,3.0,EDUCATION,B,20000,11.58,37.775587022763936,60 months,0.12,N,3,1,0
24,Female,Secondary,1,168288,RENT,0,5.0,HOMEIMPROVEMENT,B,1800,11.12,252.4118070554356,36 months,0.01,N,3,1,0
25,Female,Master,0,168000,MORTGAGE,0,2.0,PERSONAL,B,35000,10.65,21.690013556258467,60 months,0.21,N,2,1,0
24,Female,Master,1,133300,RENT,1,6.0,DEBTCONSOLIDATION,B,25000,10.37,14.493068768687145,36 months,0.19,N,2,1,0
24,Female,Bachelor,0,15600,OWN,1,5.0,HOMEIMPROVEMENT,A,3300,6.39,13.3300293089747,36 months,0.21,N,4,1,1
24,Female,Post PHD,0,134000,RENT,1,8.0,PERSONAL,D,25000,16.07,13.853708968725767,36 months,0.19,Y,3,1,0
25,Male,Bachelor,1,134000,RENT,1,7.0,MEDICAL,B,25000,10.62,24.227083709998194,60 months,0.19,N,2,1,0
25,Female,Secondary,0,15600,OWN,1,0.0,VENTURE,F,3200,18.09,12.384621898551949,36 months,0.21,N,2,0,1
25,Female,Post PHD,0,135000,RENT,1,5.0,EDUCATION,B,25000,11.36,14.547413793103447,36 months,0.19,N,4,1,0
26,Male,PHD,0,135660,RENT,1,10.0,DEBTCONSOLIDATION,B,25000,12.53,14.46654225539856,36 months,0.18,N,4,1,0
25,Male,Post PHD,0,145000,RENT,0,0.0,EDUCATION,B,25000,9.99,15.819619965451405,36 months,0.17,N,4,1,0
23,Female,Bachelor,0,150000,RENT,1,4.0,EDUCATION,B,25000,10.36,16.310257339615802,36 months,0.17,N,3,1,0
23,Female,Others,0,165000,MORTGAGE,0,3.0,EDUCATION,A,9600,5.99,48.64845740164166,36 months,0.06,N,3,1,0
22,Female,Others,0,153000,MORTGAGE,0,5.0,DEBTCONSOLIDATION,D,24000,15.62,27.568759730150493,60 months,0.16,Y,2,0,1
24,Female,Others,0,165000,MORTGAGE,0,5.0,PERSONAL,B,20000,10.37,37.37428649089426,60 months,0.12,N,4,1,0
25,Male,Others,1,165000,MORTGAGE,0,0.0,HOMEIMPROVEMENT,F,25000,19.74,16.535827626524135,36 months,0.15,N,4,1,0
21,Female,PHD,1,165000,MORTGAGE,0,5.0,EDUCATION,A,20000,6.91,23.15031334767561,36 months,0.12,N,4,1,0
23,Male,PHD,0,16000,OWN,1,7.0,MEDICAL,A,6000,7.9,12.35712079085573,60 months,0.38,N,2,1,1
23,Female,Master,1,16000,MORTGAGE,0,3.0,DEBTCONSOLIDATION,C,2275,13.06,18.661685033523,36 months,0.14,Y,4,1,0
23,Female,Primary,0,16000,OWN,1,7.0,PERSONAL,A,2000,6.39,37.597518563774784,60 months,0.13,N,3,1,0
23,Male,Post PHD,1,148000,RENT,1,1.0,DEBTCONSOLIDATION,E,25000,14.93,25.75480727399287,60 months,0.17,N,3,1,1
23,Female,Bachelor,1,16000,MORTGAGE,1,1.0,MEDICAL,C,5600,12.84,7.5960905453993,36 months,0.35,N,4,0,1
24,Male,Primary,0,16020,OWN,1,3.0,VENTURE,E,3625,17.14,18.863370090607766,60 months,0.23,Y,2,0,1
22,Male,Others,1,16094,MORTGAGE,1,2.0,VENTURE,A,5500,7.14,8.193527584978025,36 months,0.34,N,3,0,1
25,Male,PHD,1,175000,RENT,0,2.0,PERSONAL,A,25000,8.9,19.283746556473826,36 months,0.14,N,2,1,0
22,Female,PHD,1,16200,OWN,1,6.0,PERSONAL,B,2000,12.42,36.02561821739903,60 months,0.12,N,3,1,0
24,Female,PHD,0,185000,RENT,1,7.0,HOMEIMPROVEMENT,C,25000,12.68,19.70181043663472,36 months,0.14,Y,2,1,0
25,Female,PHD,0,162000,RENT,1,9.0,PERSONAL,C,25000,11.03,17.508781410429613,36 months,0.15,N,2,0,0
26,Male,Post PHD,0,161000,RENT,0,10.0,VENTURE,A,30000,7.9,14.921223354958295,36 months,0.19,N,4,1,0
22,Female,PHD,0,160000,MORTGAGE,1,0.0,MEDICAL,B,35000,10.65,12.394293460719128,36 months,0.22,N,4,1,0
25,Female,Secondary,1,225000,RENT,0,5.0,VENTURE,B,25000,11.86,24.137314500268197,36 months,0.11,N,4,1,0
25,Male,Post PHD,1,16400,OWN,1,1.0,PERSONAL,A,5000,8.94,9.032494951349367,36 months,0.3,N,4,1,1
23,Male,Primary,0,16500,OWN,1,6.0,VENTURE,B,4375,9.63,10.320428454150978,36 months,0.27,N,4,1,1
25,Male,Post PHD,1,49500,RENT,0,6.0,PERSONAL,C,24750,14.22,5.253020486779898,36 months,0.5,N,3,0,1
23,Male,Secondary,0,60000,RENT,0,4.0,DEBTCONSOLIDATION,B,24750,9.33,6.652087508211171,36 months,0.41,N,3,1,1
24,Female,Master,0,84200,RENT,1,8.0,MEDICAL,C,24500,13.85,9.055954397569305,36 months,0.29,N,4,1,0
22,Male,Primary,0,16800,MORTGAGE,1,5.0,EDUCATION,B,2000,10.65,22.774514234071397,36 months,0.12,N,2,1,0
24,Female,Master,0,92000,RENT,1,8.0,MEDICAL,B,24500,11.46,10.107039406467774,36 months,0.27,N,4,1,0
23,Male,Post PHD,0,160000,MORTGAGE,0,5.0,PERSONAL,A,35000,7.66,12.738515432180677,36 months,0.22,N,2,1,0
24,Female,Master,0,160000,MORTGAGE,0,9.0,VENTURE,E,12000,16.77,34.255373811766724,36 months,0.07,N,4,1,0
25,Male,Primary,1,160000,MORTGAGE,1,1.0,PERSONAL,B,12000,9.63,60.81060536957646,60 months,0.07,N,4,0,0
26,Male,Bachelor,0,160000,RENT,1,6.0,PERSONAL,C,25000,12.23,17.10772520716386,36 months,0.16,Y,4,1,0
25,Female,Others,0,125800,MORTGAGE,1,0.0,MEDICAL,D,10000,14.09,33.079148041020254,36 months,0.07,N,4,1,1
25,Female,Secondary,0,54000,RENT,1,2.0,PERSONAL,C,24250,13.98,5.8610391043463945,36 months,0.45,N,4,0,1
23,Male,Others,0,62500,RENT,1,1.0,EDUCATION,B,24250,10.62,6.989657171295062,36 months,0.39,N,4,0,1
24,Male,Post PHD,1,16800,MORTGAGE,1,,DEBTCONSOLIDATION,A,3900,,,36 months,0.23,N,3,1,1
25,Male,Bachelor,1,68400,RENT,1,9.0,PERSONAL,E,24250,17.56,7.197903768376228,36 months,0.35,N,4,0,1
26,Female,Master,1,56045,RENT,0,1.0,MEDICAL,D,24250,14.96,6.031143060069303,36 months,0.37,N,2,0,1
22,Female,Primary,1,74000,RENT,0,7.0,DEBTCONSOLIDATION,D,24250,15.65,7.91581424579138,36 months,0.33,Y,2,1,1
24,Female,Secondary,1,65453,RENT,0,9.0,MEDICAL,D,24250,15.7,6.998511971059173,36 months,0.31,N,2,1,1
24,Male,Bachelor,0,89908,RENT,1,1.0,VENTURE,B,24250,12.53,16.473591005743256,60 months,0.27,N,3,1,0
26,Male,PHD,0,78000,RENT,1,0.0,HOMEIMPROVEMENT,E,24250,17.56,8.208135876218504,36 months,0.31,Y,3,0,1
23,Male,Master,0,100000,RENT,0,0.0,PERSONAL,C,24250,12.87,10.960515655726551,36 months,0.24,Y,2,1,0
23,Female,PHD,1,103000,RENT,1,6.0,PERSONAL,D,24250,15.7,11.01319623270278,36 months,0.24,N,2,1,0
25,Female,Secondary,0,160000,MORTGAGE,1,2.0,EDUCATION,A,9000,,,36 months,0.06,N,3,1,0
25,Male,Others,1,160000,OWN,1,5.0,VENTURE,B,15000,11.14,28.792513946373944,36 months,0.09,N,4,1,0
24,Male,Post PHD,1,160000,MORTGAGE,1,3.0,VENTURE,D,20000,16.0,20.689655172413797,36 months,0.13,N,3,1,0
23,Female,Bachelor,1,160000,MORTGAGE,0,2.0,EDUCATION,D,25000,15.65,16.601815823605712,36 months,0.16,Y,2,1,0
26,Male,Secondary,0,160000,MORTGAGE,0,0.0,DEBTCONSOLIDATION,C,13750,,,36 months,0.09,N,4,1,0
21,Female,Bachelor,0,160000,MORTGAGE,1,3.0,VENTURE,D,15250,15.31,27.29634015789227,36 months,0.1,Y,4,0,0
25,Male,PHD,0,160000,MORTGAGE,0,3.0,VENTURE,C,20000,13.47,21.150965012778713,36 months,0.13,Y,2,1,0
22,Female,Master,1,16800,MORTGAGE,1,0.0,HOMEIMPROVEMENT,C,4750,13.85,9.319742042854172,36 months,0.28,Y,2,1,1
25,Female,Secondary,1,111996,RENT,0,9.0,PERSONAL,D,24250,,,36 months,0.22,N,3,1,0
21,Male,Post PHD,0,16800,MORTGAGE,1,0.0,VENTURE,B,6000,10.39,7.609384908053267,36 months,0.36,N,4,1,1
25,Male,Secondary,1,115200,RENT,1,0.0,HOMEIMPROVEMENT,B,24250,11.36,12.797724848915749,36 months,0.21,N,2,1,0
23,Female,Primary,0,144000,RENT,1,0.0,EDUCATION,B,24250,11.83,26.549871813900147,60 months,0.17,N,3,1,0
23,Female,Bachelor,0,287000,RENT,1,3.0,EDUCATION,B,24250,12.53,31.551723664067588,36 months,0.08,N,3,1,0
22,Male,Others,1,108000,RENT,1,1.0,HOMEIMPROVEMENT,D,24150,14.96,19.450459679197085,60 months,0.22,Y,3,1,1
22,Male,Others,0,43000,RENT,1,7.0,DEBTCONSOLIDATION,C,24000,13.85,4.721124286341678,36 months,0.56,Y,3,0,1
23,Male,Master,0,47004,RENT,1,1.0,VENTURE,B,24000,11.58,5.265728625201649,36 months,0.51,N,4,0,1
24,Female,PHD,0,48000,RENT,1,4.0,VENTURE,D,24000,16.29,5.1595150055894745,36 months,0.5,Y,2,1,1
26,Female,PHD,1,48000,RENT,0,4.0,MEDICAL,A,24000,,,60 months,0.5,N,3,0,1
21,Male,Post PHD,1,44964,RENT,1,2.0,EDUCATION,D,24000,16.29,4.83317568148594,36 months,0.53,Y,2,1,1
25,Male,Primary,1,52000,RENT,0,,PERSONAL,B,24000,10.74,5.869604478959725,36 months,0.46,N,2,0,1
22,Male,PHD,1,17352,MORTGAGE,0,,EDUCATION,C,2250,15.27,20.071137329747554,36 months,0.13,Y,3,1,0
24,Male,Secondary,1,47000,RENT,1,3.0,PERSONAL,F,24000,17.8,4.987266553480475,36 months,0.51,N,2,1,1
22,Female,Others,0,17400,MORTGAGE,0,6.0,VENTURE,B,1000,11.36,46.87500000000001,36 months,0.06,N,2,1,0
22,Male,Bachelor,1,49000,RENT,1,2.0,MEDICAL,E,24000,17.56,5.21010547805376,36 months,0.49,N,4,1,1
26,Male,Secondary,1,60000,RENT,1,0.0,PERSONAL,A,24000,7.9,6.950880444856348,36 months,0.4,N,4,0,1
25,Female,Bachelor,1,60000,RENT,1,3.0,PERSONAL,B,24000,10.99,6.757365528425986,36 months,0.4,N,4,1,1
22,Female,Others,0,60000,RENT,1,0.0,PERSONAL,A,24000,7.29,6.99039985087147,36 months,0.4,N,3,0,1
21,Female,Bachelor,1,60000,RENT,0,5.0,MEDICAL,B,24000,10.75,6.772009029345372,36 months,0.4,N,2,0,1
